Feature ID	Taxon	Confidence
02f0f8430d693d0269e37da262fa91ab	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae	0.9965162511809962
030b4b75041d06e9bca9d2a088399b8e	D_0__Bacteria	0.9980222095015047
031d572ff3f38f6f46a022e7f5118e27	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobulbaceae	0.9503361698312858
031dcb6ecfa2a0e622ea4b97cd0d3bd4	D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia	0.8439232796369859
03220ec7b2059cfbf15525c23f578caf	D_0__Bacteria	0.9998295292175339
0324b398bfbcfddbbbefcff306c9daf2	D_0__Bacteria	0.9996730659112014
034682fbe10b71330643151f8e64fff8	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	0.9971963938589361
034c4d36c50a0d79877007d2542fb3db	D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__uncultured Longilinea sp.;D_4__;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9620771051430251
035080cc8a5a8d11cfdb867fb587c5ff	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfarculales;D_4__Desulfarculaceae;D_5__Desulfatiglans;D_6__uncultured marine bacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9235042807743968
0352db4538f505ba7af7efcf3fd5a9a3	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Alicyclobacillaceae;D_5__Tumebacillus;D_6__uncultured Bacillus sp.;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.8197666153479113
035a6fdcecce92ca32313f222936d889	D_0__Bacteria	0.9998490985815567
03645608e7e9f0de7e9b18565f192755	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-014;D_6__uncultured Ruminococcaceae bacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9998673385585246
0374e149116d3a4551067d415e48f2da	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9978830216223298
037fca6f67561d3ffc6157996b318612	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae	0.8793029038750563
038545bdacb8053d3f6240ccd86848bd	D_0__Archaea;D_1__Euryarchaeota;D_2__Methanomicrobia;D_3__Methanosarcinales;D_4__Methermicoccaceae;D_5__uncultured Methanosarcinales archaeon;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9998578678755746
038c3b5d50bc337c613e37fe45380cd1	D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales;D_4__uncultured Acidobacteriaceae bacterium;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9855893327757009
038d26a804b454b83d0f6adf1bb8efb9	D_0__Bacteria	0.999549348939957
03bb2aff134374154e7c738a8bf372ce	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Pedosphaerales;D_4__Pedosphaeraceae;D_5__ADurb.Bin063-1	0.9981294387416808
03ea49ad81440286f3ddb285b017de95	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus;D_6__Streptococcus intermedius C270;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9260625031080751
